****** PREMISSAS **********;;;;;;;;;;;;;;;;;;;
cod_premissa;descr;obs;segm_tipo_clb  ;classe;subClasse;formato;decimais;seqApresent;flag_desp_recorr_func ;descr_desp_recorr;obs_desp_recorr ;ano_versao_ini;ano_versao_fim;entidade_segm  ;;;;;
2020;VP0;e;NORTE;ass_med;7;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;NORTE;ass_med;8;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;NORTE;dissidio;*;s;0;3;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;NORTE;vr;1;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;2;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;3;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;4;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;5;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;6;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;NORTE;vr;7;s;0;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000;49.677.000.000.000.000
2020;VP0;e;CY_A_MEND;ass_med;1;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;CY_A_MEND;ass_med;3;s;0;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12
2020;VP0;e;SELL_CUR;ass_med;1;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;ass_med;3;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;ass_med;4;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;ass_med;5;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;ass_med;6;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;ass_med;7;s;0;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000;32.115.000.000.000.000
2020;VP0;e;SELL_CUR;dissidio;*;s;0;0;0;0;0;3.5;0;0;0;0;0;0;0
2020;VP0;e;RJ;vr;3;s;0;622.27;622.27;622.27;622.27;622.27;622.27;622.27;622.27;622.27;622.27;622.27;622.27
2020;VP0;e;RJ;vr;5;s;0;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27
2020;VP0;e;RJ;vr;6;s;0;869.77;869.77;869.77;869.77;869.77;869.77;869.77;869.77;869.77;869.77;869.77;869.77
2020;VP0;e;RJ;vr;7;s;0;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27;872.27
2020;VP0;e;C_OESTE;ass_med;1;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;C_OESTE;ass_med;3;s;0;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12;257.12
2020;VP0;e;C_OESTE;ass_med;4;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;C_OESTE;ass_med;5;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;C_OESTE;ass_med;6;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;C_OESTE;ass_med;7;s;0;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18;1190.18
2020;VP0;e;C_OESTE;ass_med;8;s;0;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41;258.41
2020;VP0;e;C_OESTE;dissidio;*;s;0;3;0;0;0;0;0;0;0;0;0;0;0
2020;VP0;e;C_OESTE;vr;1;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;2;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;3;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;4;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;5;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;6;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;C_OESTE;vr;7;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2020;VP0;e;*;seg_vida;*;s;0;0.225;0.225;0.225;0.225;0.225;0.225;0.225;0.225;0.225;0.225;0.225;0.225
2019;VP0;i;*;ass_med;1;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2019;VP0;i;*;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;*;ass_med;3;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2019;VP0;i;*;ass_med;4;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2019;VP0;i;*;ass_med;5;s;0;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97
2019;VP0;i;*;ass_med;6;s;0;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97
2019;VP0;i;*;ass_med;7;s;0;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97
2019;VP0;i;*;ass_med;8;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2019;VP0;i;*;cel_analista;*;s;0;63;63;63;63;63;63;63;63;63;63;63;63
2019;VP0;i;*;cel_coord;*;s;0;70;70;70;70;70;70;70;70;70;70;70;70
2019;VP0;i;*;cel_dir;*;s;0;250;250;250;250;250;250;250;250;250;250;250;250
2019;VP0;i;*;cel_ger;*;s;0;100;100;100;100;100;100;100;100;100;100;100;100
2019;VP0;i;*;cel_modem3g;*;s;0;36;36;36;36;36;36;36;36;36;36;36;36
2019;VP0;i;*;fgts;1;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2019;VP0;i;*;fgts;2;s;0;2;2;2;2;2;2;2;2;2;2;2;2
2019;VP0;i;*;fgts;6;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2019;VP0;i;*;prov_13;1;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2019;VP0;i;*;prov_13;2;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2019;VP0;i;*;prov_13;6;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2019;VP0;i;*;prov_ferias;1;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2019;VP0;i;*;prov_ferias;2;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2019;VP0;i;*;prov_ferias;6;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2019;VP0;i;*;seg_vida;*;s;0;0.192;0.192;0.192;0.192;0.192;0.192;0.192;0.192;0.192;0.192;0.192;0.192
2019;VP0;i;CY_A_MEND;dissidio;*;s;0;4;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;CY_A_MEND;mes_merito;*;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;CY_A_MEND;vr;1;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;2;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;3;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;4;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;5;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;6;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;CY_A_MEND;vr;7;s;0;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58;400.58
2019;VP0;i;C_OESTE;dissidio;*;s;0;4;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;C_OESTE;vr;1;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;2;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;3;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;4;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;5;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;6;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;C_OESTE;vr;7;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2019;VP0;i;NORTE;dissidio;*;s;0;4;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;NORTE;vr;1;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;2;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;3;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;4;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;5;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;6;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE;vr;7;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;NORTE-BE;dissidio;*;s;0;0;0;0;0;0;0;0;4;0;0;0;0
2019;VP0;i;NORTE-BE;vr;1;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;i;NORTE-BE;vr;2;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;i;NORTE-BE;vr;3;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;i;NORTE-BE;vr;4;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2019;VP0;i;NORTE-BE;vr;5;s;0;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000;5.878.100.000.000.000
2021;VP0;i;SUL_CUR;vr;5;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;e;SP;vr;4;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;e;SP;vr;5;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;e;SP;vr;6;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;e;C_OESTE;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;C_OESTE;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;e;C_OESTE;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;C_OESTE;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;C_OESTE;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;C_OESTE;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;C_OESTE;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;C_OESTE;vr;1;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;SP;ass_med;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;e;C_OESTE;vr;2;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;C_OESTE;vr;3;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;C_OESTE;vr;4;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;C_OESTE;vr;5;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;C_OESTE;vr;6;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;C_OESTE;vr;7;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2021;VP0;e;NORTE-BE;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;SELL_PA_FL;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_PA_FL;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_PA_FL;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_PA_FL;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_PA_FL;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_PA_FL;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2021;VP0;e;NORTE-BE;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;e;NORTE-BE;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;NORTE-BE;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;NORTE-BE;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;NORTE-BE;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;NORTE-BE;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;NORTE-BE;dissidio;*;s;0;0;0;0;0;0;0;0;4;0;0;0;0
2021;VP0;e;NORTE-BE;vr;1;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2019;VP0;e;SUL_CUR;fgts;5;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;6;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;fgts;7;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_CUR;vr;1;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;2;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;3;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;4;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;5;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;6;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_CUR;vr;7;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;e;SUL_FL;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_FL;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;e;SUL_FL;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_FL;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;SUL_FL;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_FL;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_FL;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_FL;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_FL;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;e;SUL_PA;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2019;VP0;e;SUL_PA;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;e;SUL_PA;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;*;ass_med;1;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2021;VP0;e;NORTE-BE;vr;2;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;NORTE-BE;vr;3;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;NORTE-BE;vr;4;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;NORTE-BE;vr;5;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;NORTE-BE;vr;6;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;NORTE-BE;vr;7;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2021;VP0;e;RJ;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;e;RJ;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
